"","met.x","pathway","GeneID","val.x","cell.x","Group","gene","log2FoldChange","pvalue","cell.y","comparison","group.x","x","met.y","source","group.y","val.y"
"189","Threonine","ABC transporters","Abca3",1,"mySC","mySC_Abca3","Abca3",0.428957845808231,0.00680557973939102,"mySC","HFD_vs_SD","mySC_HFD_vs_SD","HFD_vs_SDThreonine","Threonine","polarf","HFD_vs_SD",-0.615322549634198
"190","Valine","ABC transporters","Abca7",1,"mySC","mySC_Abca7","Abca7",-0.552647526783383,0.000834633462145639,"mySC","DREX_vs_HFD","mySC_DREX_vs_HFD","DREX_vs_HFDValine","Valine","polarf","DREX_vs_HFD",-0.480610257596499
"191","Valine","ABC transporters","Abcc5",1,"mySC","mySC_Abcc5","Abcc5",-0.221488820063858,0.00311678703920418,"mySC","DREX_vs_HFD","mySC_DREX_vs_HFD","DREX_vs_HFDValine","Valine","polarf","DREX_vs_HFD",-0.480610257596499
"192","Valine","ABC transporters","Abca3",1,"mySC","mySC_Abca3","Abca3",0.428957845808231,0.00680557973939102,"mySC","HFD_vs_SD","mySC_HFD_vs_SD","HFD_vs_SDValine","Valine","polarf","HFD_vs_SD",-0.0962261230566526
"193","Glutamine","ABC transporters","Abca7",1,"mySC","mySC_Abca7","Abca7",-0.552647526783383,0.000834633462145639,"mySC","DREX_vs_HFD","mySC_DREX_vs_HFD","DREX_vs_HFDGlutamine","Glutamine","polarf","DREX_vs_HFD",-0.283204663158003
"194","Glutamine","ABC transporters","Abcc5",1,"mySC","mySC_Abcc5","Abcc5",-0.221488820063858,0.00311678703920418,"mySC","DREX_vs_HFD","mySC_DREX_vs_HFD","DREX_vs_HFDGlutamine","Glutamine","polarf","DREX_vs_HFD",-0.283204663158003
"195","Glutamine","ABC transporters","Abca3",1,"mySC","mySC_Abca3","Abca3",0.428957845808231,0.00680557973939102,"mySC","HFD_vs_SD","mySC_HFD_vs_SD","HFD_vs_SDGlutamine","Glutamine","polarf","HFD_vs_SD",-0.42683117150297
"196","Glutamine","Glutamatergic synapse","Plcb3",1,"mySC","mySC_Plcb3","Plcb3",-0.539614523727357,0.00495300031139839,"mySC","DREX_vs_HFD","mySC_DREX_vs_HFD","DREX_vs_HFDGlutamine","Glutamine","polarf","DREX_vs_HFD",-0.283204663158003
"197","Glutamine","Glutamatergic synapse","Gnai3",1,"mySC","mySC_Gnai3","Gnai3",0.520571252670567,0.00415286399550284,"mySC","HFD_vs_SD","mySC_HFD_vs_SD","HFD_vs_SDGlutamine","Glutamine","polarf","HFD_vs_SD",-0.42683117150297
"198","Glutamine","Glutamatergic synapse","Grik5",1,"mySC","mySC_Grik5","Grik5",0.397090528862887,0.00970016057504183,"mySC","HFD_vs_SD","mySC_HFD_vs_SD","HFD_vs_SDGlutamine","Glutamine","polarf","HFD_vs_SD",-0.42683117150297
"199","Glutamine","Glutamatergic synapse","Adcy6",1,"mySC","mySC_Adcy6","Adcy6",0.635990214901142,0.00866395021104178,"mySC","HFD_vs_SD","mySC_HFD_vs_SD","HFD_vs_SDGlutamine","Glutamine","polarf","HFD_vs_SD",-0.42683117150297
"200","Glutamine","GABAergic synapse","Gabrr2",1,"mySC","mySC_Gabrr2","Gabrr2",-0.904722536074813,0.00247283298447938,"mySC","DREX_vs_HFD","mySC_DREX_vs_HFD","DREX_vs_HFDGlutamine","Glutamine","polarf","DREX_vs_HFD",-0.283204663158003
"201","Glutamine","GABAergic synapse","Gnai3",1,"mySC","mySC_Gnai3","Gnai3",0.520571252670567,0.00415286399550284,"mySC","HFD_vs_SD","mySC_HFD_vs_SD","HFD_vs_SDGlutamine","Glutamine","polarf","HFD_vs_SD",-0.42683117150297
"202","Glutamine","GABAergic synapse","Adcy6",1,"mySC","mySC_Adcy6","Adcy6",0.635990214901142,0.00866395021104178,"mySC","HFD_vs_SD","mySC_HFD_vs_SD","HFD_vs_SDGlutamine","Glutamine","polarf","HFD_vs_SD",-0.42683117150297
"203","Tyrosine","Dopaminergic synapse","Arrb2",1,"mySC","mySC_Arrb2","Arrb2",-0.561606754823316,0.00113522511441967,"mySC","DREX_vs_HFD","mySC_DREX_vs_HFD","DREX_vs_HFDTyrosine","Tyrosine","polarf","DREX_vs_HFD",-0.153022305808803
"204","Tyrosine","Dopaminergic synapse","Plcb3",1,"mySC","mySC_Plcb3","Plcb3",-0.539614523727357,0.00495300031139839,"mySC","DREX_vs_HFD","mySC_DREX_vs_HFD","DREX_vs_HFDTyrosine","Tyrosine","polarf","DREX_vs_HFD",-0.153022305808803
"205","Tyrosine","Dopaminergic synapse","Gnai3",1,"mySC","mySC_Gnai3","Gnai3",0.520571252670567,0.00415286399550284,"mySC","HFD_vs_SD","mySC_HFD_vs_SD","HFD_vs_SDTyrosine","Tyrosine","polarf","HFD_vs_SD",-0.877958103996021
"206","Aspartic acid","ABC transporters","Abca7",1,"mySC","mySC_Abca7","Abca7",-0.552647526783383,0.000834633462145639,"mySC","DREX_vs_HFD","mySC_DREX_vs_HFD","DREX_vs_HFDAspartic acid","Aspartic acid","polarf","DREX_vs_HFD",-0.252448351673656
"207","Aspartic acid","ABC transporters","Abcc5",1,"mySC","mySC_Abcc5","Abcc5",-0.221488820063858,0.00311678703920418,"mySC","DREX_vs_HFD","mySC_DREX_vs_HFD","DREX_vs_HFDAspartic acid","Aspartic acid","polarf","DREX_vs_HFD",-0.252448351673656
"208","Aspartic acid","ABC transporters","Abca3",1,"mySC","mySC_Abca3","Abca3",0.428957845808231,0.00680557973939102,"mySC","HFD_vs_SD","mySC_HFD_vs_SD","HFD_vs_SDAspartic acid","Aspartic acid","polarf","HFD_vs_SD",0.245473038460061
"209","Succinate","GABAergic synapse","Gabrr2",1,"mySC","mySC_Gabrr2","Gabrr2",-0.904722536074813,0.00247283298447938,"mySC","DREX_vs_HFD","mySC_DREX_vs_HFD","DREX_vs_HFDSuccinate","Succinate","polarf","DREX_vs_HFD",0.81579185594953
"210","Succinate","GABAergic synapse","Gnai3",1,"mySC","mySC_Gnai3","Gnai3",0.520571252670567,0.00415286399550284,"mySC","HFD_vs_SD","mySC_HFD_vs_SD","HFD_vs_SDSuccinate","Succinate","polarf","HFD_vs_SD",0.0587872310225362
"211","Succinate","GABAergic synapse","Adcy6",1,"mySC","mySC_Adcy6","Adcy6",0.635990214901142,0.00866395021104178,"mySC","HFD_vs_SD","mySC_HFD_vs_SD","HFD_vs_SDSuccinate","Succinate","polarf","HFD_vs_SD",0.0587872310225362
"212","Glucose","ABC transporters","Abca7",1,"mySC","mySC_Abca7","Abca7",-0.552647526783383,0.000834633462145639,"mySC","DREX_vs_HFD","mySC_DREX_vs_HFD","DREX_vs_HFDGlucose","Glucose","polarf","DREX_vs_HFD",0.546070357677697
"213","Glucose","ABC transporters","Abcc5",1,"mySC","mySC_Abcc5","Abcc5",-0.221488820063858,0.00311678703920418,"mySC","DREX_vs_HFD","mySC_DREX_vs_HFD","DREX_vs_HFDGlucose","Glucose","polarf","DREX_vs_HFD",0.546070357677697
"214","Glucose","ABC transporters","Abca3",1,"mySC","mySC_Abca3","Abca3",0.428957845808231,0.00680557973939102,"mySC","HFD_vs_SD","mySC_HFD_vs_SD","HFD_vs_SDGlucose","Glucose","polarf","HFD_vs_SD",-0.0550628023137936
"215","Glucose","AMPK signaling pathway","Adipor1",1,"mySC","mySC_Adipor1","Adipor1",-0.414995672066183,0.00748980336682962,"mySC","DR_vs_HFD","mySC_DR_vs_HFD","DR_vs_HFDGlucose","Glucose","polarf","DR_vs_HFD",0.113669798221031
"216","Glucose","Non-alcoholic fatty liver disease","Adipor1",1,"mySC","mySC_Adipor1","Adipor1",-0.414995672066183,0.00748980336682962,"mySC","DR_vs_HFD","mySC_DR_vs_HFD","DR_vs_HFDGlucose","Glucose","polarf","DR_vs_HFD",0.113669798221031
"217","Glucose 6 phosphate","Inositol phosphate metabolism","Pip4k2a",1,"mySC","mySC_Pip4k2a","Pip4k2a",0.526387572321241,0.00668532534458581,"mySC","DREX_vs_HFD","mySC_DREX_vs_HFD","DREX_vs_HFDGlucose 6 phosphate","Glucose 6 phosphate","polarf","DREX_vs_HFD",0.472644707219548
"218","Glucose 6 phosphate","Inositol phosphate metabolism","Plcb3",1,"mySC","mySC_Plcb3","Plcb3",-0.539614523727357,0.00495300031139839,"mySC","DREX_vs_HFD","mySC_DREX_vs_HFD","DREX_vs_HFDGlucose 6 phosphate","Glucose 6 phosphate","polarf","DREX_vs_HFD",0.472644707219548
"219","Fructose 6 phosphate","AMPK signaling pathway","Adipor1",1,"mySC","mySC_Adipor1","Adipor1",-0.414995672066183,0.00748980336682962,"mySC","DR_vs_HFD","mySC_DR_vs_HFD","DR_vs_HFDFructose 6 phosphate","Fructose 6 phosphate","polarf","DR_vs_HFD",0.552696120368041
"220","Taurine","ABC transporters","Abca7",1,"mySC","mySC_Abca7","Abca7",-0.552647526783383,0.000834633462145639,"mySC","DREX_vs_HFD","mySC_DREX_vs_HFD","DREX_vs_HFDTaurine","Taurine","untf","DREX_vs_HFD",0.00708938944853088
"221","Taurine","ABC transporters","Abcc5",1,"mySC","mySC_Abcc5","Abcc5",-0.221488820063858,0.00311678703920418,"mySC","DREX_vs_HFD","mySC_DREX_vs_HFD","DREX_vs_HFDTaurine","Taurine","untf","DREX_vs_HFD",0.00708938944853088
"222","Taurine","ABC transporters","Abca3",1,"mySC","mySC_Abca3","Abca3",0.428957845808231,0.00680557973939102,"mySC","HFD_vs_SD","mySC_HFD_vs_SD","HFD_vs_SDTaurine","Taurine","untf","HFD_vs_SD",-0.442485879300101
"223","Creatine","Arginine and proline metabolism","Sat2",1,"mySC","mySC_Sat2","Sat2",0.711296158758072,0.00127621550946088,"mySC","DREX_vs_HFD","mySC_DREX_vs_HFD","DREX_vs_HFDCreatine","Creatine","untf","DREX_vs_HFD",0.251685403058225
"224","Creatine","Arginine and proline metabolism","Got1",1,"mySC","mySC_Got1","Got1",-1.41719686331842,0.00692092960554774,"mySC","HFD_vs_SD","mySC_HFD_vs_SD","HFD_vs_SDCreatine","Creatine","untf","HFD_vs_SD",-0.281164438798655
"225","O-phosphorylethanolamine","Sphingolipid signaling pathway","Plcb3",1,"mySC","mySC_Plcb3","Plcb3",-0.539614523727357,0.00495300031139839,"mySC","DREX_vs_HFD","mySC_DREX_vs_HFD","DREX_vs_HFDO-phosphorylethanolamine","O-phosphorylethanolamine","untf","DREX_vs_HFD",0.399208821108338
"226","O-phosphorylethanolamine","Sphingolipid signaling pathway","Gnai3",1,"mySC","mySC_Gnai3","Gnai3",0.520571252670567,0.00415286399550284,"mySC","HFD_vs_SD","mySC_HFD_vs_SD","HFD_vs_SDO-phosphorylethanolamine","O-phosphorylethanolamine","untf","HFD_vs_SD",-0.566102737477415
"227","O-phosphorylethanolamine","Sphingolipid signaling pathway","Rock2",1,"mySC","mySC_Rock2","Rock2",-0.360181396753482,0.00575491582143616,"mySC","HFD_vs_SD","mySC_HFD_vs_SD","HFD_vs_SDO-phosphorylethanolamine","O-phosphorylethanolamine","untf","HFD_vs_SD",-0.566102737477415
"228","Glutathione (oxidized)","ABC transporters","Abca7",1,"mySC","mySC_Abca7","Abca7",-0.552647526783383,0.000834633462145639,"mySC","DREX_vs_HFD","mySC_DREX_vs_HFD","DREX_vs_HFDGlutathione (oxidized)","Glutathione (oxidized)","untf","DREX_vs_HFD",0.33001876422869
"229","Glutathione (oxidized)","ABC transporters","Abcc5",1,"mySC","mySC_Abcc5","Abcc5",-0.221488820063858,0.00311678703920418,"mySC","DREX_vs_HFD","mySC_DREX_vs_HFD","DREX_vs_HFDGlutathione (oxidized)","Glutathione (oxidized)","untf","DREX_vs_HFD",0.33001876422869
"230","Glutathione (oxidized)","ABC transporters","Abca3",1,"mySC","mySC_Abca3","Abca3",0.428957845808231,0.00680557973939102,"mySC","HFD_vs_SD","mySC_HFD_vs_SD","HFD_vs_SDGlutathione (oxidized)","Glutathione (oxidized)","untf","HFD_vs_SD",-0.167072699967314
"231","D(+)-galacturonic acid","ABC transporters","Abca7",1,"mySC","mySC_Abca7","Abca7",-0.552647526783383,0.000834633462145639,"mySC","DREX_vs_HFD","mySC_DREX_vs_HFD","DREX_vs_HFDD(+)-galacturonic acid","D(+)-galacturonic acid","untf","DREX_vs_HFD",0.485210481730704
"232","D(+)-galacturonic acid","ABC transporters","Abcc5",1,"mySC","mySC_Abcc5","Abcc5",-0.221488820063858,0.00311678703920418,"mySC","DREX_vs_HFD","mySC_DREX_vs_HFD","DREX_vs_HFDD(+)-galacturonic acid","D(+)-galacturonic acid","untf","DREX_vs_HFD",0.485210481730704
"233","D(+)-galacturonic acid","ABC transporters","Abca3",1,"mySC","mySC_Abca3","Abca3",0.428957845808231,0.00680557973939102,"mySC","HFD_vs_SD","mySC_HFD_vs_SD","HFD_vs_SDD(+)-galacturonic acid","D(+)-galacturonic acid","untf","HFD_vs_SD",-0.295160410668093
"234","3,4-dihydroxy-1-phenylalanine","Dopaminergic synapse","Arrb2",1,"mySC","mySC_Arrb2","Arrb2",-0.561606754823316,0.00113522511441967,"mySC","DREX_vs_HFD","mySC_DREX_vs_HFD","DREX_vs_HFD3,4-dihydroxy-1-phenylalanine","3,4-dihydroxy-1-phenylalanine","untf","DREX_vs_HFD",-2.28468192302288
"235","3,4-dihydroxy-1-phenylalanine","Dopaminergic synapse","Plcb3",1,"mySC","mySC_Plcb3","Plcb3",-0.539614523727357,0.00495300031139839,"mySC","DREX_vs_HFD","mySC_DREX_vs_HFD","DREX_vs_HFD3,4-dihydroxy-1-phenylalanine","3,4-dihydroxy-1-phenylalanine","untf","DREX_vs_HFD",-2.28468192302288
"236","3,4-dihydroxy-1-phenylalanine","Dopaminergic synapse","Gnai3",1,"mySC","mySC_Gnai3","Gnai3",0.520571252670567,0.00415286399550284,"mySC","HFD_vs_SD","mySC_HFD_vs_SD","HFD_vs_SD3,4-dihydroxy-1-phenylalanine","3,4-dihydroxy-1-phenylalanine","untf","HFD_vs_SD",-1.45150033545602
"237","L-dopa","Dopaminergic synapse","Arrb2",1,"mySC","mySC_Arrb2","Arrb2",-0.561606754823316,0.00113522511441967,"mySC","DREX_vs_HFD","mySC_DREX_vs_HFD","DREX_vs_HFDL-dopa","L-dopa","untf","DREX_vs_HFD",-1.94262276616029
"238","L-dopa","Dopaminergic synapse","Plcb3",1,"mySC","mySC_Plcb3","Plcb3",-0.539614523727357,0.00495300031139839,"mySC","DREX_vs_HFD","mySC_DREX_vs_HFD","DREX_vs_HFDL-dopa","L-dopa","untf","DREX_vs_HFD",-1.94262276616029
"239","L-dopa","Dopaminergic synapse","Gnai3",1,"mySC","mySC_Gnai3","Gnai3",0.520571252670567,0.00415286399550284,"mySC","HFD_vs_SD","mySC_HFD_vs_SD","HFD_vs_SDL-dopa","L-dopa","untf","HFD_vs_SD",-1.56773126138957
"240","Uridine","ABC transporters","Abca7",1,"mySC","mySC_Abca7","Abca7",-0.552647526783383,0.000834633462145639,"mySC","DREX_vs_HFD","mySC_DREX_vs_HFD","DREX_vs_HFDUridine","Uridine","untf","DREX_vs_HFD",0.397159435904801
"241","Uridine","ABC transporters","Abcc5",1,"mySC","mySC_Abcc5","Abcc5",-0.221488820063858,0.00311678703920418,"mySC","DREX_vs_HFD","mySC_DREX_vs_HFD","DREX_vs_HFDUridine","Uridine","untf","DREX_vs_HFD",0.397159435904801
"242","Uridine","ABC transporters","Abca3",1,"mySC","mySC_Abca3","Abca3",0.428957845808231,0.00680557973939102,"mySC","HFD_vs_SD","mySC_HFD_vs_SD","HFD_vs_SDUridine","Uridine","untf","HFD_vs_SD",-0.460899234046501
"243","Inosine","ABC transporters","Abca7",1,"mySC","mySC_Abca7","Abca7",-0.552647526783383,0.000834633462145639,"mySC","DREX_vs_HFD","mySC_DREX_vs_HFD","DREX_vs_HFDInosine","Inosine","untf","DREX_vs_HFD",-1.04466906009797
"244","Inosine","ABC transporters","Abcc5",1,"mySC","mySC_Abcc5","Abcc5",-0.221488820063858,0.00311678703920418,"mySC","DREX_vs_HFD","mySC_DREX_vs_HFD","DREX_vs_HFDInosine","Inosine","untf","DREX_vs_HFD",-1.04466906009797
"245","Inosine","ABC transporters","Abca3",1,"mySC","mySC_Abca3","Abca3",0.428957845808231,0.00680557973939102,"mySC","HFD_vs_SD","mySC_HFD_vs_SD","HFD_vs_SDInosine","Inosine","untf","HFD_vs_SD",1.29483725273048
"246","Xanthosine","ABC transporters","Abca7",1,"mySC","mySC_Abca7","Abca7",-0.552647526783383,0.000834633462145639,"mySC","DREX_vs_HFD","mySC_DREX_vs_HFD","DREX_vs_HFDXanthosine","Xanthosine","untf","DREX_vs_HFD",-0.177864211189476
"247","Xanthosine","ABC transporters","Abcc5",1,"mySC","mySC_Abcc5","Abcc5",-0.221488820063858,0.00311678703920418,"mySC","DREX_vs_HFD","mySC_DREX_vs_HFD","DREX_vs_HFDXanthosine","Xanthosine","untf","DREX_vs_HFD",-0.177864211189476
"248","Xanthosine","ABC transporters","Abca3",1,"mySC","mySC_Abca3","Abca3",0.428957845808231,0.00680557973939102,"mySC","HFD_vs_SD","mySC_HFD_vs_SD","HFD_vs_SDXanthosine","Xanthosine","untf","HFD_vs_SD",-0.874533064667069
"249","4-aminobutanoate","Arginine and proline metabolism","Prodh",1,"nmSC","nmSC_Prodh","Prodh",-0.552434335767769,0.00885555370581085,"nmSC","DREX_vs_HFD","nmSC_DREX_vs_HFD","DREX_vs_HFD4-aminobutanoate","4-aminobutanoate","scnf","DREX_vs_HFD",0.477003590069145
"250","4-aminobutanoate","Arginine and proline metabolism","Prodh",1,"nmSC","nmSC_Prodh","Prodh",-0.552434335767769,0.00885555370581085,"nmSC","DREX_vs_HFD","nmSC_DREX_vs_HFD","DREX_vs_HFD4-aminobutanoate","4-aminobutanoate","untf","DREX_vs_HFD",0.477003590069145
"251","Creatinine","Arginine and proline metabolism","Prodh",1,"nmSC","nmSC_Prodh","Prodh",-0.552434335767769,0.00885555370581085,"nmSC","DREX_vs_HFD","nmSC_DREX_vs_HFD","DREX_vs_HFDCreatinine","Creatinine","scnf","DREX_vs_HFD",1.61178397567797
"252","Creatinine","Arginine and proline metabolism","Prodh",1,"nmSC","nmSC_Prodh","Prodh",-0.552434335767769,0.00885555370581085,"nmSC","DREX_vs_HFD","nmSC_DREX_vs_HFD","DREX_vs_HFDCreatinine","Creatinine","untf","DREX_vs_HFD",1.61178397567797
"253","Phosphorylcholine","Choline metabolism in cancer","Sos1",1,"nmSC","nmSC_Sos1","Sos1",2.12599616448473,0.00598940131144245,"nmSC","DR_vs_HFD","nmSC_DR_vs_HFD","DR_vs_HFDPhosphorylcholine","Phosphorylcholine","scnf","DR_vs_HFD",-0.131827951074971
"254","Phosphorylcholine","Choline metabolism in cancer","Sos1",1,"nmSC","nmSC_Sos1","Sos1",2.12599616448473,0.00598940131144245,"nmSC","DR_vs_HFD","nmSC_DR_vs_HFD","DR_vs_HFDPhosphorylcholine","Phosphorylcholine","untf","DR_vs_HFD",-0.131827951074971
"255","Phosphorylcholine","Choline metabolism in cancer","Plpp1",1,"nmSC","nmSC_Plpp1","Plpp1",1.49093621116083,0.00513898332057403,"nmSC","DREX_vs_HFD","nmSC_DREX_vs_HFD","DREX_vs_HFDPhosphorylcholine","Phosphorylcholine","scnf","DREX_vs_HFD",-1.20445969248819
"256","Phosphorylcholine","Choline metabolism in cancer","Plpp1",1,"nmSC","nmSC_Plpp1","Plpp1",1.49093621116083,0.00513898332057403,"nmSC","DREX_vs_HFD","nmSC_DREX_vs_HFD","DREX_vs_HFDPhosphorylcholine","Phosphorylcholine","untf","DREX_vs_HFD",-1.20445969248819
"257","Phosphorylcholine","Choline metabolism in cancer","Egf",1,"nmSC","nmSC_Egf","Egf",-2.26407145316488,0.00400572796997406,"nmSC","EX_vs_HFD","nmSC_EX_vs_HFD","EX_vs_HFDPhosphorylcholine","Phosphorylcholine","scnf","EX_vs_HFD",-1.87503534475999
"258","Phosphorylcholine","Choline metabolism in cancer","Egf",1,"nmSC","nmSC_Egf","Egf",-2.26407145316488,0.00400572796997406,"nmSC","EX_vs_HFD","nmSC_EX_vs_HFD","EX_vs_HFDPhosphorylcholine","Phosphorylcholine","untf","EX_vs_HFD",-1.87503534475999
"259","Choline","Choline metabolism in cancer","Sos1",1,"nmSC","nmSC_Sos1","Sos1",2.12599616448473,0.00598940131144245,"nmSC","DR_vs_HFD","nmSC_DR_vs_HFD","DR_vs_HFDCholine","Choline","scnf","DR_vs_HFD",0.0685389705122681
"260","Choline","Choline metabolism in cancer","Sos1",1,"nmSC","nmSC_Sos1","Sos1",2.12599616448473,0.00598940131144245,"nmSC","DR_vs_HFD","nmSC_DR_vs_HFD","DR_vs_HFDCholine","Choline","untf","DR_vs_HFD",0.0685389705122681
"261","Choline","Choline metabolism in cancer","Plpp1",1,"nmSC","nmSC_Plpp1","Plpp1",1.49093621116083,0.00513898332057403,"nmSC","DREX_vs_HFD","nmSC_DREX_vs_HFD","DREX_vs_HFDCholine","Choline","scnf","DREX_vs_HFD",-2.80298758299549
"262","Choline","Choline metabolism in cancer","Plpp1",1,"nmSC","nmSC_Plpp1","Plpp1",1.49093621116083,0.00513898332057403,"nmSC","DREX_vs_HFD","nmSC_DREX_vs_HFD","DREX_vs_HFDCholine","Choline","untf","DREX_vs_HFD",-2.80298758299549
"263","Choline","Choline metabolism in cancer","Egf",1,"nmSC","nmSC_Egf","Egf",-2.26407145316488,0.00400572796997406,"nmSC","EX_vs_HFD","nmSC_EX_vs_HFD","EX_vs_HFDCholine","Choline","scnf","EX_vs_HFD",0.0836009460162721
"264","Choline","Choline metabolism in cancer","Egf",1,"nmSC","nmSC_Egf","Egf",-2.26407145316488,0.00400572796997406,"nmSC","EX_vs_HFD","nmSC_EX_vs_HFD","EX_vs_HFDCholine","Choline","untf","EX_vs_HFD",0.0836009460162721
"265","5-aminovaleric acid","Arginine and proline metabolism","Prodh",1,"nmSC","nmSC_Prodh","Prodh",-0.552434335767769,0.00885555370581085,"nmSC","DREX_vs_HFD","nmSC_DREX_vs_HFD","DREX_vs_HFD5-aminovaleric acid","5-aminovaleric acid","scnf","DREX_vs_HFD",0.685440959812453
"266","5-aminovaleric acid","Arginine and proline metabolism","Prodh",1,"nmSC","nmSC_Prodh","Prodh",-0.552434335767769,0.00885555370581085,"nmSC","DREX_vs_HFD","nmSC_DREX_vs_HFD","DREX_vs_HFD5-aminovaleric acid","5-aminovaleric acid","untf","DREX_vs_HFD",0.685440959812453
"267","4-guanidinobutanoic acid","Arginine and proline metabolism","Prodh",1,"nmSC","nmSC_Prodh","Prodh",-0.552434335767769,0.00885555370581085,"nmSC","DREX_vs_HFD","nmSC_DREX_vs_HFD","DREX_vs_HFD4-guanidinobutanoic acid","4-guanidinobutanoic acid","scnf","DREX_vs_HFD",-0.998726987911574
"268","4-guanidinobutanoic acid","Arginine and proline metabolism","Prodh",1,"nmSC","nmSC_Prodh","Prodh",-0.552434335767769,0.00885555370581085,"nmSC","DREX_vs_HFD","nmSC_DREX_vs_HFD","DREX_vs_HFD4-guanidinobutanoic acid","4-guanidinobutanoic acid","untf","DREX_vs_HFD",-0.998726987911574
"269","Anserine","Choline metabolism in cancer","Sos1",1,"nmSC","nmSC_Sos1","Sos1",2.12599616448473,0.00598940131144245,"nmSC","DR_vs_HFD","nmSC_DR_vs_HFD","DR_vs_HFDAnserine","Anserine","scnf","DR_vs_HFD",0.322067154323154
"270","Anserine","Choline metabolism in cancer","Sos1",1,"nmSC","nmSC_Sos1","Sos1",2.12599616448473,0.00598940131144245,"nmSC","DR_vs_HFD","nmSC_DR_vs_HFD","DR_vs_HFDAnserine","Anserine","untf","DR_vs_HFD",0.322067154323154
"271","Anserine","Choline metabolism in cancer","Plpp1",1,"nmSC","nmSC_Plpp1","Plpp1",1.49093621116083,0.00513898332057403,"nmSC","DREX_vs_HFD","nmSC_DREX_vs_HFD","DREX_vs_HFDAnserine","Anserine","scnf","DREX_vs_HFD",0.605534431117398
"272","Anserine","Choline metabolism in cancer","Plpp1",1,"nmSC","nmSC_Plpp1","Plpp1",1.49093621116083,0.00513898332057403,"nmSC","DREX_vs_HFD","nmSC_DREX_vs_HFD","DREX_vs_HFDAnserine","Anserine","untf","DREX_vs_HFD",0.605534431117398
"273","Anserine","Choline metabolism in cancer","Egf",1,"nmSC","nmSC_Egf","Egf",-2.26407145316488,0.00400572796997406,"nmSC","EX_vs_HFD","nmSC_EX_vs_HFD","EX_vs_HFDAnserine","Anserine","scnf","EX_vs_HFD",1.00640218525387
"274","Anserine","Choline metabolism in cancer","Egf",1,"nmSC","nmSC_Egf","Egf",-2.26407145316488,0.00400572796997406,"nmSC","EX_vs_HFD","nmSC_EX_vs_HFD","EX_vs_HFDAnserine","Anserine","untf","EX_vs_HFD",1.00640218525387
"275","Adenosine","Sphingolipid metabolism","Gla",1,"nmSC","nmSC_Gla","Gla",-3.26601948637417,0.00944763459307154,"nmSC","DR_vs_HFD","nmSC_DR_vs_HFD","DR_vs_HFDAdenosine","Adenosine","scnf","DR_vs_HFD",-3.38099651434285
"276","Adenosine","Sphingolipid metabolism","Gla",1,"nmSC","nmSC_Gla","Gla",-3.26601948637417,0.00944763459307154,"nmSC","DR_vs_HFD","nmSC_DR_vs_HFD","DR_vs_HFDAdenosine","Adenosine","untf","DR_vs_HFD",-3.38099651434285
"277","Adenosine","Sphingolipid metabolism","Plpp1",1,"nmSC","nmSC_Plpp1","Plpp1",1.49093621116083,0.00513898332057403,"nmSC","DREX_vs_HFD","nmSC_DREX_vs_HFD","DREX_vs_HFDAdenosine","Adenosine","scnf","DREX_vs_HFD",-0.0763990044840774
"278","Adenosine","Sphingolipid metabolism","Plpp1",1,"nmSC","nmSC_Plpp1","Plpp1",1.49093621116083,0.00513898332057403,"nmSC","DREX_vs_HFD","nmSC_DREX_vs_HFD","DREX_vs_HFDAdenosine","Adenosine","untf","DREX_vs_HFD",-0.0763990044840774
"279","Sphingosine","FoxO signaling pathway","Cdkn1a",1,"nmSC","nmSC_Cdkn1a","Cdkn1a",1.41516618267619,0.00443105418128475,"nmSC","DR_vs_HFD","nmSC_DR_vs_HFD","DR_vs_HFDSphingosine","Sphingosine","scnf","DR_vs_HFD",2.65554329503066
"280","Sphingosine","FoxO signaling pathway","Cdkn1a",1,"nmSC","nmSC_Cdkn1a","Cdkn1a",1.41516618267619,0.00443105418128475,"nmSC","DR_vs_HFD","nmSC_DR_vs_HFD","DR_vs_HFDSphingosine","Sphingosine","untf","DR_vs_HFD",2.65554329503066
"281","Sphingosine","FoxO signaling pathway","Sos1",1,"nmSC","nmSC_Sos1","Sos1",2.12599616448473,0.00598940131144245,"nmSC","DR_vs_HFD","nmSC_DR_vs_HFD","DR_vs_HFDSphingosine","Sphingosine","scnf","DR_vs_HFD",2.65554329503066
"282","Sphingosine","FoxO signaling pathway","Sos1",1,"nmSC","nmSC_Sos1","Sos1",2.12599616448473,0.00598940131144245,"nmSC","DR_vs_HFD","nmSC_DR_vs_HFD","DR_vs_HFDSphingosine","Sphingosine","untf","DR_vs_HFD",2.65554329503066
"283","Sphingosine","FoxO signaling pathway","Egf",1,"nmSC","nmSC_Egf","Egf",-2.26407145316488,0.00400572796997406,"nmSC","EX_vs_HFD","nmSC_EX_vs_HFD","EX_vs_HFDSphingosine","Sphingosine","scnf","EX_vs_HFD",5.49984042991663
"284","Sphingosine","FoxO signaling pathway","Egf",1,"nmSC","nmSC_Egf","Egf",-2.26407145316488,0.00400572796997406,"nmSC","EX_vs_HFD","nmSC_EX_vs_HFD","EX_vs_HFDSphingosine","Sphingosine","untf","EX_vs_HFD",5.49984042991663
